id,word,meaning,level
1421,kind,"①（形）親切な　　　※That's kind of you.　親切にどうもありがとう
②（名）種類　　　　※～ kind(s) of …  ～種類の…",junior_high
1422,kindly,親切に,junior_high
1423,king,王,junior_high
1424,kitchen,台所、調理場,junior_high
1425,kite,凧,junior_high
1426,knee,膝,junior_high
1427,knife,ナイフ　　【複数】 knives,junior_high
1428,knock,（動）ノックする、たたく　（名）（ドア・窓などを）たたく音,junior_high
1429,know,知っている、知る　　　【活用】 know - knew - known,junior_high
1430,Korea,韓国・朝鮮,junior_high
1431,Korean,韓国・朝鮮の、韓国・朝鮮人（の）、韓国・朝鮮語（の）,junior_high
1432,lady,女性、婦人,junior_high
1433,lake,湖,junior_high
1434,land,土地、国,junior_high
1435,language,言語、言葉,junior_high
1436,large,（広くて）大きい,junior_high
1437,last,"①（時間的に）この前　
②最後の　※at last 最後には、ついに　",junior_high
1438,late,（時間・時期が）遅い、遅れた,junior_high
1439,later,後で、のちほど、～後　　　※～ year(s)　later ～年後,junior_high
1440,laugh,（声を出して）笑う,junior_high
1441,lawyer,弁護士,junior_high
1442,lead,導く、案内する,junior_high
1443,leader,指導者、リーダー,junior_high
1444,learn,学ぶ、覚える、知る,junior_high
1445,least,"（littleの最上級）　最も少ない、最小（の）　　
【活用】 little - less -least　　　※at least 少なくとも",junior_high
1446,leave,"①去る、出発する　
②残す、置いていく、忘れる　　【活用】 leave - left - left",junior_high
1447,left,左（へ）、左の方に,junior_high
1448,leg,（人・動物などの）あし、すね,junior_high
1449,lemon,レモン,junior_high
1450,lend,～を貸す,junior_high
1451,lesson,授業、レッスン,junior_high
1452,let,～させる,junior_high
1453,let's,"～しましょう　※Yes, let's.　そうしよう",junior_high
1454,letter,"①文字　
②（ふつう封筒に入った）手紙",junior_high
1455,level,水平（面）、水位、レベル,junior_high
1456,library,図書館、図書室,junior_high
1457,lie,横たわる、横になる　【活用】 lie - lay - lain,junior_high
1458,life,生活、一生、命   　　【複数】 lives,junior_high
1459,lifestyle,生活様式,junior_high
1460,lift,持ち上げる,junior_high
1461,light,"①（名）光、あかり、電灯　　（動）～に火を付ける、ともす
②（形）軽い",junior_high
1462,like,"①（動）～を好む、～が好きである　　
※would like to ～　～したいと思う
②（前）～のように、～のような
※look like ～ ～のように見える
③（前）～に似ている、～に似た　",junior_high
1463,line,（電車の）路線、電話線,junior_high
1464,lion,ライオン,junior_high
1465,list,名簿、リスト,junior_high
1466,listen,（じっと）聞く、耳を傾ける  ※listen to～ ～を聞く、～に耳を傾ける,junior_high
1467,little,"①（形）小さい、かわいらしい、幼い  
②（副）※a little～　少し～ ",junior_high
1468,live,住んでいる、生きている,junior_high
1469,living room,居間、リビングルーム,junior_high
1470,local,地元の,junior_high
1471,lock,かぎを掛ける,junior_high
1472,London,ロンドン,junior_high
1473,lonely,ひとりぼっちの、さびしい,junior_high
1474,long,長い（く） ※for a long time　長い間,junior_high
1475,look,"①（注意してよく）見る　
②（外見が）～に見える
※look at ～　～を（注意して）見る　look for～　～を探す　
look forward to～ ～を楽しみに待つ 
look like～　～のように見える",junior_high
1476,lose,"失う、なくす  　※lose a game ゲームに負ける　
【活用】 lose - lost - lost",junior_high
1477,lot,※a lot of～又はlots of ～　たくさんの　　a lot　たくさん、とても,junior_high
1478,loud,（声が）大きい,junior_high
1479,loudly,大声で,junior_high
1480,love,愛（する）、～が大好きである   ※I'd love to.　喜んで,junior_high
1481,low,低い,junior_high
1482,luck,幸運、運   　　　　※Good luck!　幸運を,junior_high
1483,lucky,運のよい、幸運な,junior_high
1484,lunch,昼食、弁当,junior_high
1485,lunch break,昼休み,junior_high
1486,machine,機械,junior_high
1487,magazine,雑誌,junior_high
1488,magic,魔法、ふしぎな力,junior_high
1489,mailbox,郵便ポスト、郵便受け,junior_high
1490,main,主な、主要な,junior_high
1491,major,（他と比べて）大きな、主要な、重要な,junior_high
1492,make,"①作る　　　　　　　　　【活用】 make - made - made
②～を…にする　　　
※be made from（of） ～　　～から作られている",junior_high
1493,maker,制作者,junior_high
1494,Malaysia,マレーシア,junior_high
1495,man,（大人の）男性、男（の人）    【複数】 men,junior_high
1496,manager,経営者、園長,junior_high
1497,manner,行儀、マナー,junior_high
1498,many,多く（の）、たくさん（の）　　【活用】 many - more - most,junior_high
1499,map,地図,junior_high
1500,March,３月,junior_high
1501,mark,印、マーク,junior_high
1502,market,市、市場,junior_high
1503,married,結婚している,junior_high
1504,marry,結婚する,junior_high
1505,mask,お面、マスク,junior_high
1506,master,主人,junior_high
1507,match,試合,junior_high
1508,material,材料、原料,junior_high
1509,math,数学（mathematicsを短くした形）,junior_high
1510,matter,事柄、困ったこと　　※What's the matter?　どうしたのですか,junior_high
1511,May,５月,junior_high
1512,may,"①～してもよい　
②～かもしれない、たぶん～だろう 
※May I ～?　～してもよいですか　　May I help you?　 いらっしゃいませ",junior_high
1513,maybe,たぶん、もしかすると,junior_high
1514,me,"私を、私に　　　※Me, too. 私も",junior_high
1515,meal,食事,junior_high
1516,mean,意味する、～の意味である  【活用】mean - meant - meant,junior_high
1517,meaning,意味,junior_high
1518,meat,肉,junior_high
1519,medal,メダル,junior_high
1520,media,マスメディア、媒体,junior_high
1521,medical,医学の,junior_high
1522,medicine,薬、医薬,junior_high
1523,medium,中間（の）,junior_high
1524,meet,"会う、出会う　　※Nice to meet you.　はじめまして 
【活用】 meet - met - met",junior_high
1525,meeting,集まり、会議,junior_high
1526,melt,とける,junior_high
1527,member,会員、メンバー,junior_high
1528,memory,思い出、記憶,junior_high
1529,menu,献立表、メニュー,junior_high
1530,merit,長所、よい点,junior_high
1531,message,"伝えたいこと、メッセージ、伝言　　
※leave(take) a message 伝言を残す（受け取る）",junior_high
1532,meter,メートル,junior_high
1533,middle,真ん中、中間,junior_high
1534,midnight,夜の１２時,junior_high
1535,milk,牛乳、ミルク,junior_high
1536,million,１００万（の）,junior_high
1537,mind,心　　　※keep ～ in mind  　～を心にとめておく,junior_high
1538,mine,私のもの　　　　　※a friend of mine 私の友人（の１人）,junior_high
1539,minute,"①（時間の）分　
②ちょっとの間　　※Just a minute.　ちょっと待って",junior_high
1540,mirror,鏡,junior_high
1541,miss,"①（機会などを）逃す、（乗り物に）乗り遅れる
②～がいなくてさみしい",junior_high
1542,mistake,誤り、間違い　   ※make a mistake　間違う,junior_high
1543,mix,混ぜる,junior_high
1544,model,模型,junior_high
1545,mom,ママ、お母さん,junior_high
1546,moment,瞬間　　　※Just a moment.  ちょと待ってください,junior_high
1547,Monday,月曜日,junior_high
1548,money,お金,junior_high
1549,monkey,サル,junior_high
1550,month,月、ひと月（間）,junior_high
1551,moon,（天体の）月,junior_high
1552,more,"（more ～で）もっと～、もっと多く（many, muchの比較級） 　
※more than ～　～以上に　",junior_high
1553,more,もっと多くの物（人・事・量）,junior_high
1554,morning,朝、午前　　　※Good morning.　おはよう,junior_high
1555,most,"（しばしば the most ～で）最も～、最も多く（many, muchの最上級）",junior_high
1556,most,大部分、たいてい　　※most of ～　～の大部分,junior_high
1557,mother,母、母親,junior_high
1558,mountain,山,junior_high
1559,mouse,ネズミ,junior_high
1560,mouth,口,junior_high
1561,move,"①動く、移動する　
②（心を）動かす、感動させる",junior_high
1562,movement,動き、（社会的）運動,junior_high
1563,movie,映画,junior_high
1564,movie theater,映画館,junior_high
1565,Mr.,（男性への敬称） ～さん、～先生,junior_high
1566,Mrs.,（結婚している女性への敬称）～婦人、～さん、～先生,junior_high
1567,Ms.,（女性への敬称） ～さん、～先生,junior_high
1568,Mt.,～山（山の名の前につける）,junior_high
1569,much,多量の、たくさんの　　【活用】 much - more - most,junior_high
1570,much,多量、たくさん,junior_high
1571,museum,博物館、美術館,junior_high
1572,music,音楽,junior_high
1573,musician,音楽家,junior_high
1574,must,"①しなければならない　
②～にちがいない",junior_high
1575,my,私の,junior_high
1576,myself,私自身　　　※by myself  　自分で、ひとり（ぼっち）で,junior_high
1577,mysterious,神秘的な,junior_high
1578,mystery,謎,junior_high
1579,nail,つめ,junior_high
1580,name,名前（を付ける）,junior_high
1581,narrow,（幅が）狭い,junior_high
1582,nation,国家,junior_high
1583,national,国家の、国立の             　　　　　　　　 ※national park 国立公園,junior_high
1584,national holiday,国民の祝日,junior_high
1585,native,その土地に生まれ育った,junior_high
1586,natural,自然の,junior_high
1587,nature,自然,junior_high
1588,near,～の近くに（の）,junior_high
1589,necessary,必要な,junior_high
1590,neck,首,junior_high
1591,need,"①（動）～する必要がある　　※need to ～　～する必要がある　　　
②（名）必要、必要性 　　 ※in need  必要で、困って",junior_high
1592,neighbor,近所の人、隣人,junior_high
1593,neighborhood,近隣（の人々）,junior_high
1594,nervous,神経質な、緊張して,junior_high
1595,net,網、ネット,junior_high
1596,never,決して～ない、まだ一度も～ない,junior_high
1597,new,新しい,junior_high
1598,New Year,新年,junior_high
1599,New Year's Day,元旦,junior_high
1600,New Year's Eve,おおみそか（の夜）,junior_high
1601,New York,ニューヨーク,junior_high
1602,New Zealand,ニュージランド,junior_high
1603,news,報道、ニュース,junior_high
1604,newspaper,新聞,junior_high
1605,next,次の（に）、となりの（に）　※next to～　～のとなりに,junior_high
1606,nice,すてきな、すばらしい　※Nice to meet you. はじめまして,junior_high
1607,night,夜、晩　　※Good night.　おやすみなさい,junior_high
1608,nine,９（の）,junior_high
1609,nineteen,１９（の）,junior_high
1610,nineteenth,１９番目（の）,junior_high
1611,ninety,９０（の）,junior_high
1612,ninth,９番目（の）,junior_high
1613,no,"①いいえ　
②何も～ない",junior_high
1614,nobody,だれも～ない,junior_high
1615,noisy,さわがしい、うるさい,junior_high
1616,noodle,麺,junior_high
1617,noon,正午、昼の１２時,junior_high
1618,normal,普通の,junior_high
1619,north,北（の、へ）、北方,junior_high
1620,nose,鼻,junior_high
1621,not,～でない、～しない,junior_high
1622,note,メモ、手帳　　※make(take) a note　メモをとる、書き留める,junior_high
1623,notebook,ノート、手帳,junior_high
1624,nothing,何も～ない,junior_high
1625,notice,気付く,junior_high
1626,novel,小説,junior_high
1627,November,１１月,junior_high
1628,now,今（は）、現在（は）,junior_high
1629,number,数、（電話）番号,junior_high
1630,nurse,看護師、保健の先生　　※go to the nurse  保健の先生の所へ行く,junior_high
1631,nursery,保育園（＝nursery school),junior_high
1632,occupation,職業,junior_high
1633,ocean,大洋、海,junior_high
1634,o'clock,～時,junior_high
1635,October,１０月,junior_high
1636,octopus,タコ,junior_high
1637,of,"①（所有・所属）～の　
②（部分・中身）～の　
③（内容）～のこと、～について
④（同格）A of B 　BというA　　
⑤（中身）～の（入った）",junior_high
1638,off,（場所）を離れて、（物を）離して,junior_high
1639,office,事務所,junior_high
1640,officer,係員、役人　　※police officer 警察官,junior_high
1641,official,"①（名）係官、職員
②（形）公式の",junior_high
1642,often,しばしば、たびたび,junior_high
1643,oh,おお、まあ、おや、あら,junior_high
1644,oil,油、石油,junior_high
1645,OK,よろしい、オーケー　　　　　※It's OK.  いいんですよ,junior_high
1646,old,古い、～歳で,junior_high
1647,Olympics,国際オリンピック競技会、オリンピック,junior_high
1648,on,"①（時間）～に　
②（接触）～の上に　
③（状態）～で　
④（手段・道具）～で　
⑤（位置）～に面して　
⑥（関連）～について、～に関する　
⑦（所属）～に属して、～の一員で　
⑧身に付けて　 ※try on ～　～を試着する　
※～and so on　～など　　　",junior_high
1649,once,"①（接）いったん～したからには　　　　　　　　
②（副）１度、１回、かつて      ※at once  すぐに",junior_high
1650,one,１つ（の）、人、それ、ある～,junior_high
1651,onion,タマネギ,junior_high
1652,only,たった、～だけ,junior_high
1653,open,"①（動）（ドア・窓などが）開く、あける　　　
②（形）開いている",junior_high
1654,opinion,意見、考え　　　　　　　　　　※in my opinion  私の意見では,junior_high
1655,or,または、あるいは,junior_high
1656,orange,オレンジ（がかった色の）,junior_high
1657,orchestra,オーケストラ,junior_high
1658,order,注文（する）、命じる,junior_high
1659,original,独自の,junior_high
1660,originally,もともとは、本来は,junior_high
1661,other,他の（もの）,junior_high
1662,our,私たちの、われわれの,junior_high
1663,ours,私たちのもの,junior_high
1664,ourselves,私たちを（に）,junior_high
1665,out,外へ（で）、外を,junior_high
1666,outside,外へ（で）,junior_high
1667,over,"①（越えて）向こうへ、渡って
②～以上で（の）
③～の一面に
④～の上に、～の上を　　
※over there 向こうに　all over the world 世界中に（で）",junior_high
1668,overseas,海外へ、外国へ,junior_high
1669,own,自分(自身)の,junior_high
1670,owner,持ち主、飼い主,junior_high
1671,pack,１パック、１箱　　※a pack of ～　パック１箱（の量）の～,junior_high
1672,page,（本、新聞などの）面、欄、ページ,junior_high
1673,pain,痛み,junior_high
1674,paint,（絵の具で）かく、いろどる,junior_high
1675,painter,画家,junior_high
1676,painting,（絵の具で）かくこと、絵,junior_high
1677,pair,１組、１対　　　※ a pair of ～　　１足の～、１組の～,junior_high
1678,pale,顔色の悪い,junior_high
1679,panda,パンダ,junior_high
1680,paper,紙,junior_high
1681,Paralympics,パラリンピック,junior_high
1682,pardon,※Pardon?　（最後を上げて発音して）すみませんがもう一度言ってください,junior_high
1683,parent,親（父または母、parentsで両親）,junior_high
1684,Paris,パリ,junior_high
1685,park,公園、遊園地　　　　　　　　　　※national park 国立公園,junior_high
1686,part,"①部分　
②役割、役目　　 
※ play a part 　役割を果たす　take part in～　～に参加する",junior_high
1687,partner,仲間、パートナー,junior_high
1688,party,パーティ、（社交の）会,junior_high
1689,pass,渡す、通り過ぎる,junior_high
1690,passenger,乗客,junior_high
1691,passion,熱中（しているもの）、情熱,junior_high
1692,passport,旅券、パスポート,junior_high
1693,past,過去（の）,junior_high
1694,patient,"①（名）患者、病人
②（形）我慢強い",junior_high
1695,pay,支払う、払う,junior_high
1696,P.E. (PE),体育（physical educationの略）,junior_high
1697,peace,平和,junior_high
1698,peach,モモ,junior_high
1699,pen,ペン,junior_high
1700,pencil,鉛筆,junior_high
1701,people,人々、国民,junior_high
1702,percent,パーセント,junior_high
1703,perfect,完全な、申し分ない,junior_high
1704,perform,演じる、演奏する,junior_high
1705,performance,上演、演奏、演技,junior_high
1706,period,期間、時代,junior_high
1707,person,人,junior_high
1708,personal,個人的な、個人の,junior_high
1709,personal computer,パソコン,junior_high
1710,pet,ペット,junior_high
1711,phone,電話（機）（telephoneを短くした形）,junior_high
1712,phone call,電話（をかけること）,junior_high
1713,phone number,電話番号,junior_high
1714,photo,写真（photographを短くした形）,junior_high
1715,photograph,写真（を撮る）,junior_high
1716,photographer,写真家、カメラマン,junior_high
1717,phrase,言葉遣い、表現,junior_high
1718,pianist,ピアニスト,junior_high
1719,piano,ピアノ,junior_high
1720,pick,取り上げる、拾い上げる　　※pick up　拾い上げる,junior_high
1721,picnic,ピクニック、行楽,junior_high
1722,picture,写真、絵　　※take a picture 写真を撮る,junior_high
1723,piece,"断片、破片     
※a piece of ～　１枚（片、個の）～",junior_high
1724,pilot,（飛行機の）操縦士、パイロット,junior_high
1725,pink,ピンク色（の）,junior_high
1726,pizza,ピザ,junior_high
1727,place,場所、所,junior_high
1728,plan,（動）計画する、～するつもりである　　（名）計画、案、考え,junior_high
1729,plane,飛行機,junior_high
1730,planet,惑星,junior_high
1731,plant,"①（名）植物、草木
②（動）～を植える",junior_high
1732,plastic,プラスチック（の)、ビニール（の）       ※plastic bag   ビニール袋,junior_high
1733,plate,皿、取り皿,junior_high
1734,play,"①（スポーツ・ゲームなどを）する　
②（楽器を）演奏する　
③遊ぶ　
④（役を）演じる、果たす",junior_high
1735,player,（運動）選手、（楽器の）演奏者,junior_high
1736,please,どうぞ、すみませんが,junior_high
1737,p.m.,午後,junior_high
1738,pocket,ポケット,junior_high
1739,poem,詩,junior_high
1740,point,"①（名）点、大切な点
②（動）～を指し示す",junior_high
1741,police,警察、警察官たち     ※　police station  警察署,junior_high
1742,police station,警察署,junior_high
1743,polite,ていねいな、礼儀正しい,junior_high
1744,pollution,汚染,junior_high
1745,pool,プール,junior_high
1746,poor,貧しい、へたな,junior_high
1747,popular,人気のある、流行の,junior_high
1748,population,人口,junior_high
1749,positive,積極的な、肯定的な、前向きな,junior_high
1750,possible,可能な、実行できる,junior_high
1751,post,郵便,junior_high
1752,post office,郵便局,junior_high
1753,postcard,郵便はがき、絵はがき,junior_high
1754,poster,ポスター,junior_high
1755,pot,つぼ、なべ,junior_high
1756,potato,ジャガイモ,junior_high
1757,power,力、エネルギー,junior_high
1758,powerful,力強い、迫力のある,junior_high
1759,practice,練習（する）,junior_high
1760,prefecture,県,junior_high
1761,prefer,（～のほうを）好む,junior_high
1762,prepare,準備をする  　　※prepare for ～　～に備えて準備する,junior_high
1763,present,贈り物、プレゼント,junior_high
1764,pretty,"①（形）（小さくて）かわいい、きれいな
②（副）かなり",junior_high
1765,price,価格、値段　　※at low price　低価格で,junior_high
1766,print,印刷（する）,junior_high
1767,prize,賞、ほうび、賞品,junior_high
1768,problem,問題、課題　　　※No problem. 大丈夫です,junior_high
1769,produce,～を生ずる、生産する,junior_high
1770,product,製品、生産物,junior_high
1771,professional,専門（職）の、プロの,junior_high
1772,program,番組（表）、計画、プログラム,junior_high
1773,programmer,プログラマー,junior_high
1774,project,計画、企画,junior_high
1775,promise,約束（する）,junior_high
1776,protect,保護する、守る,junior_high
1777,proud,～を誇りに思う　　　※be proud of～　～を誇りに思う,junior_high
1778,public,公の、公共の,junior_high
1779,pull,引く,junior_high
1780,purple,紫色（の）,junior_high
1781,purpose,目的、つもり,junior_high
1782,push,押す,junior_high
1783,put,置く、つける　※put on～　～を身に付ける　【活用】 put - put - put,junior_high
1784,quality,品質　　　※in quality  質的に,junior_high
1785,question,質問、（試験の）問題,junior_high
1786,quick,すばやい、速い,junior_high
1787,quickly,すばやく、速く,junior_high
1788,quiet,静かな、おとなしい,junior_high
1789,quietly,静かに、黙って,junior_high
1790,quite,とても、本当に,junior_high
1791,quiz,テスト、クイズ,junior_high
1792,rabbit,ウサギ,junior_high
1793,racket,ラケット,junior_high
1794,radio,ラジオ,junior_high
1795,rain,雨（が降る）,junior_high
1796,rain forest,熱帯雨林,junior_high
1797,rainbow,虹,junior_high
1798,rainy,雨降りの、雨の多い,junior_high
1799,raise,あげる,junior_high
1800,reach,着く、到着する,junior_high
1801,read,読む、読書する　　【活用】 read - read - read,junior_high
1802,reading,読むこと、読書,junior_high
1803,ready,"用意（準備）ができて　　
※be ready for～　～の用意（準備）ができている",junior_high
1804,real,本当の、本物の,junior_high
1805,realize,実感する、理解する,junior_high
1806,really,本当に、実際に、ほんと、へえー,junior_high
1807,reason,理由、わけ,junior_high
1808,receive,受け取る、もらう,junior_high
1809,recipe,（料理などの）作り方、レシピ,junior_high
1810,recycle,再生する、再利用する,junior_high
1811,recycling,リサイクル（をすること）,junior_high
1812,red,赤(の),junior_high
1813,reduce,減らす、減少させる,junior_high
1814,refuse,拒否する、断る,junior_high
1815,regular,規則的な、定期的な,junior_high
1816,relaxed,（人が）くつろいだ,junior_high
1817,remember,覚えている、思い出す,junior_high
1818,remind,思い出させる   ※remind A of B　 AにBを思い出させる,junior_high
1819,rent,有料で借りる,junior_high
1820,rental,レンタルの、賃貸しの,junior_high
1821,repair,修理する、直す,junior_high
1822,report,報告（する）、報告書,junior_high
1823,rescue,救い出す、救出する,junior_high
1824,research,研究（する）、調査（する）,junior_high
1825,respect,尊敬（する）、尊重（する）,junior_high
1826,rest,（動）休む、横になる　（名）休憩,junior_high
1827,restaurant,レストラン,junior_high
1828,restroom,（デパート・劇場などの）洗面所、トイレ,junior_high
1829,result,結果,junior_high
1830,return,帰る、戻る,junior_high
1831,reuse,再利用する,junior_high
1832,rice,米、ごはん,junior_high
1833,rice ball,おにぎり,junior_high
1834,rice cake,もち,junior_high
1835,rich,豊かな、金持ちの,junior_high
1836,ride,乗る、乗って行く,junior_high
1837,right,"①右（の、に）、右側　　　
②権利 ",junior_high
1838,right,"正しい（こと）、ちょうど     
※all right 大丈夫な　That's right. そのとおり　right now 今すぐ",junior_high
1839,ring,"①（動）鳴る、響く
②（名）指輪",junior_high
1840,rise,（動）上がる　　（名）上昇、増加,junior_high
1841,risk,危険、恐れ,junior_high
1842,river,川,junior_high
1843,road,道路、道,junior_high
1844,robot,ロボット,junior_high
1845,rock,"①（音楽の）ロック　　
②岩、岩石",junior_high
1846,roof,屋根,junior_high
1847,room,部屋、室,junior_high
1848,rope,綱、ロープ,junior_high
1849,round,丸い（もの）、円形（の）,junior_high
1850,rugby,ラグビー,junior_high
1851,rule,規則、ルール,junior_high
1852,ruler,ものさし、定規,junior_high
1853,run,走る、走って行く　　【活用】 run - ran - run,junior_high
1854,Russia,ロシア（連邦）,junior_high
1855,sad,悲しい,junior_high
1856,safe,安全な,junior_high
1857,safely,安全に,junior_high
1858,safety,安全,junior_high
1859,salad,サラダ,junior_high
1860,sale,安売り、バーゲンセール,junior_high
1861,salt,塩、食塩,junior_high
1862,salty,塩辛い,junior_high
1863,same,同じ（もの）、同一の,junior_high
1864,sandwich,サンドイッチ,junior_high
1865,Saturday,土曜日,junior_high
1866,save,"①救う、助ける　
②節約する",junior_high
1867,say,言う　　【活用】 say - said - said,junior_high
1868,scene,場面、舞台,junior_high
1869,schedule,予定（表）,junior_high
1870,school,学校,junior_high
1871,school festival,文化祭,junior_high
1872,school lunch,給食,junior_high
1873,school trip,修学旅行,junior_high
1874,science,理科、自然科学,junior_high
1875,scientist,科学者,junior_high
1876,scold,しかる,junior_high
1877,score,得点（する）,junior_high
1878,screen,画面、スクリーン,junior_high
1879,sea,海,junior_high
1880,seafood,シーフード、海産物,junior_high
1881,season,季節,junior_high
1882,seat,席、すわる物（所）,junior_high
1883,second,"①２番目（の）、第２に　　　　　
②秒",junior_high
1884,secret,秘密,junior_high
1885,section,（切ってわけられた）部分、区域,junior_high
1886,see,"見る、見える、会う、わかる   　 ※I see. なるほど
Let's see　え～と　See you (soon).またね　　
【活用】 see - saw - seen",junior_high
1887,sell,売る、売っている　           　【活用】 sell - sold - sold,junior_high
1888,send,送る、（手紙などを）出す　　【活用】 send - sent - sent,junior_high
1889,senior,年上の、上級の　　※senior high school　高校,junior_high
1890,sense,感覚、センス,junior_high
1891,separate,引き離す、分ける,junior_high
1892,September,９月,junior_high
1893,serious,重大な、（病状などが）重い,junior_high
1894,serve,（食事・飲み物）を出す,junior_high
1895,set,"①（名）一式、（テニスなどの）セット
②（動）～を置く、設置する",junior_high
1896,seven,７(の),junior_high
1897,seventeen,１７(の),junior_high
1898,seventeenth,１７番目（の）,junior_high
1899,seventh,７番目(の),junior_high
1900,seventy,７０(の),junior_high
1901,several,いくつかの、いく人かの,junior_high
1902,shake,振る、ゆさぶる　　　※shake hands　握手する,junior_high
1903,shall,（私（たち）は）～するでしょう 　※Shall I (we)～?　～しましょうか,junior_high
1904,shape,形、姿,junior_high
1905,share,いっしょに使う、共有する,junior_high
1906,she,彼女は、彼女が,junior_high
1907,shine,光る、輝く,junior_high
1908,ship,船,junior_high
1909,shirt,ワイシャツ、シャツ,junior_high
1910,shock,（動）衝撃を与える　　　（名）（精神的な）ショック,junior_high
1911,shoe,くつ,junior_high
1912,shop,小売店、店,junior_high
1913,shopping,買い物　　※go shopping     買い物に行く,junior_high
1914,short,短い、背が低い,junior_high
1915,should,～すべきである、～したほうがいい,junior_high
1916,shoulder,肩,junior_high
1917,shout,叫ぶ、大声で言う,junior_high
1918,show,"①（動）見せる、示す   【活用】 show - showed - shown
②（名）（演芸などの）ショー、劇",junior_high
1919,shower,シャワー,junior_high
1920,shrine,神社、神宮、聖堂,junior_high
1921,shut,閉める　　【活用】 shut- shut - shut　　※shut up ～　～を閉鎖する,junior_high
1922,shy,恥ずかしがり屋の、内気な,junior_high
1923,sick,病気の、病気で,junior_high
1924,side,横、わき、側面,junior_high
1925,sightseeing,観光,junior_high
1926,sign,標識、看板,junior_high
1927,silent,静かな、沈黙の,junior_high
1928,similar,似た　　　　※be similar to ～　～に似ている,junior_high
1929,simple,簡単な、わかりやすい,junior_high
1930,since,～から（ずっと）、～以来（ずっと）,junior_high
1931,sing,歌う　　【活用】 sing - sang - sung,junior_high
1932,Singapore,シンガポール,junior_high
1933,singer,歌う人、歌手,junior_high
1934,single,たった１つの,junior_high
1935,sir,（男性に対する改まった呼びかけのことば）,junior_high
1936,sister,姉妹、姉、妹,junior_high
1937,sit,座る、座っている　　※sit down 座る　【活用】 sit - sat - sat,junior_high
1938,site,場所、遺跡,junior_high
1939,situation,状況、状態,junior_high
1940,six,６（の）,junior_high
1941,sixteen,１６（の）,junior_high
1942,sixteenth,１６番目（の）,junior_high
1943,sixth,６番目（の）,junior_high
1944,sixty,６０（の）,junior_high
1945,size,大きさ、サイズ,junior_high
1946,skate,スケートですべる、スケートをする,junior_high
1947,ski,スキーをする,junior_high
1948,skiing,スキー,junior_high
1949,skill,技術、技能,junior_high
1950,skin,皮膚、肌,junior_high
1951,sky,空,junior_high
1952,sleep,眠る、睡眠をとる　　【活用】 sleep - slept - slept,junior_high
1953,sleepy,眠い、眠そうな,junior_high
1954,slow,遅い、ゆっくりした,junior_high
1955,slowly,ゆっくりと,junior_high
1956,small,小さい,junior_high
1957,smart,利口な、かしこい,junior_high
1958,smell,においがする,junior_high
1959,smile,（動）ほほえむ、にっこり笑う　（名）ほほえみ、笑顔,junior_high
1960,smoke,煙,junior_high
1961,snack,軽食、おやつ,junior_high
1962,snake,ヘビ,junior_high
1963,sneaker,スニーカー,junior_high
1964,snow,雪（がふる）,junior_high
1965,snowy,雪の降る、雪の多い,junior_high
1966,so,"①とても    　※so ～ that … (can't) とても～なので…（できない） 
②そのように
③だから、それで",junior_high
1967,soccer,サッカー,junior_high
1968,social studies,社会科,junior_high
1969,society,社会,junior_high
1970,sofa,ソファー,junior_high
1971,soft,やわらかい,junior_high
1972,softball,ソフトボール,junior_high
1973,solar,太陽の,junior_high
1974,solution,解決策,junior_high
1975,solve,解決する,junior_high
1976,some,"いくつか（の）、いくらか（の）　　
※Some～,　and others…　～する人がいれば、・・・する人もいる",junior_high
1977,someday,いつか、そのうち,junior_high
1978,someone,だれか,junior_high
1979,something,何か,junior_high
1980,sometimes,ときどき,junior_high
1981,somewhere,どこかに、どこかへ、どこかで,junior_high
1982,son,息子,junior_high
1983,song,歌,junior_high
1984,soon,すぐに、まもなく,junior_high
1985,sore throat,のどの痛み,junior_high
1986,sorry,すまなく思って、残念に思って　※　I'm sorry. ごめんなさい,junior_high
1987,sound,"①（動）～に聞こえる　　※sound like～　～のように聞こえる　　　　　　　　　　　　　
②（名）音",junior_high
1988,soup,スープ,junior_high
1989,south,南（の、へ）、南方,junior_high
1990,souvenir,みやげ,junior_high
1991,soybean,大豆,junior_high
1992,space,"①空間　
②宇宙",junior_high
1993,Spain,スペイン,junior_high
1994,Spanish,スペインの、スペイン人（の）、スペイン語（の）,junior_high
1995,speak,話す　             　　　　　　　　    【活用】 speak - spoke - spoken,junior_high
1996,speaker,話す人,junior_high
1997,special,特別な,junior_high
1998,speech,演説、スピーチ      　※make a speech  スピーチをする,junior_high
1999,speed,スピード,junior_high
2000,spell,（～の語）をつづる,junior_high
2001,spend,（時間を）過ごす、費やす         【活用】 spend - spent - spent,junior_high
2002,spirit,心、精神、気力、勇気,junior_high
2003,spoon,スプーン,junior_high
2004,sport,スポーツ,junior_high
2005,sports day,運動会、体育の日,junior_high
2006,spot,場所、地点,junior_high
2007,spread,広げる、広がる,junior_high
2008,spring,春,junior_high
2009,stadium,競技場,junior_high
2010,stage,舞台、ステージ,junior_high
2011,stairs,階段（複数形で使う）,junior_high
2012,stamp,切手,junior_high
2013,stand,"①（動）立つ、立っている　　　　【活用】 stand - stood - stood
②（名）（物などを置く）台",junior_high
2014,star,星,junior_high
2015,start,始める、始まる,junior_high
2016,station,駅,junior_high
2017,stay,滞在（する）、とどまる,junior_high
